,,,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5
 Indiana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Indianapolis  , INP ,"1,411","1,470",222,"3,085", D , D , D ,26,"1,415","1,472",223,"3,111"
,,,,,,,,,,,,,,
 Iowa ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Des Moines , DSM ,810,535,75,"3,883", D , D , -   ,20,817,538,75,"3,903"
,,,,,,,,,,,,,,
 Kansas ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Wichita , WIC ,318,299, D ,"1,268", D , D , -   ,16,322,300, D ,"1,284"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 USCIS Field Office or Service Center Location ,,, Applications by Category and Case Status ,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,Naturalization1,,,,Naturalization (Military)1,,,,Total,,,
,,,,,,,,,,,,,,
,,,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5
,,,,,,,,,,,,,,
 Kentucky ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Louisville  , LOU ,937,908,113,"2,327",11, D , -   ,58,948,909,113,"2,385"
,,,,,,,,,,,,,,
 Louisiana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, New Orleans  , NOL ,722,779,94,"3,818", D ,12, D ,87,731,791,95,"3,905"
,,,,,,,,,,,,,,
 Maine ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Portland  , POM ,261,220, D ,471, D , D , -   , D ,262,221, D ,477
,,,,,,,,,,,,,,
 Maryland ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Baltimore  , BAL ,"4,261","2,619",154,"17,858",16, D , D ,111,"4,277","2,624",156,"17,969"
,,,,,,,,,,,,,,
 Massachusetts ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Boston  , BOS ,"4,237","3,105",335,"9,839",14, D , -   ,53,"4,251","3,110",335,"9,892"
,,,,,,,,,,,,,,
, Lawrence , LAW ,"1,790","1,335",306,"4,347",14, -   , D ,22,"1,804","1,335",307,"4,369"
,,,,,,,,,,,,,,
 Michigan ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Detroit  , DET ,"3,614","3,349",601,"9,775",12, D , D ,44,"3,626","3,353",602,"9,819"
,,,,,,,,,,,,,,
 Minnesota ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, St. Paul  , SPM ,"2,865","1,627",208,"15,565",17,15, D ,107,"2,882","1,642",209,"15,672"
,,,,,,,,,,,,,,
 Missouri ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Kansas City  , KAN ,943,"1,494",103,"2,197",17, D , D ,142,960,"1,498",105,"2,339"
,,,,,,,,,,,,,,
, St. Louis  , STL ,671,648,75,"1,962", D , -   , -   ,20,677,648,75,"1,982"
,,,,,,,,,,,,,,
 Montana ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Helena  , HEL ,74,98, D ,160, -   , -   , -   , D ,74,98, D ,167
,,,,,,,,,,,,,,
 Nebraska ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Omaha  , OMA ,722,879,92,"2,113", D , -   , -   ,26,726,879,92,"2,139"
,,,,,,,,,,,,,,
 Nevada ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Las Vegas  , LVG ,"1,692","1,659",340,"7,754",10, D , D ,32,"1,702","1,662",344,"7,786"
,,,,,,,,,,,,,,
, Reno  , REN ,264,393,46,986, D , -   , D , -   ,266,393,47,986
,,,,,,,,,,,,,,
 New Hampshire ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Manchester  , MAN ,345,532,22,648, D , -   , -   , D ,347,532,22,653
,,,,,,,,,,,,,,
 New Jersey ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Mount Laurel , MTL ,"1,685","2,249",163,"5,221", D , -   , -   ,25,"1,694","2,249",163,"5,246"
,,,,,,,,,,,,,,
, Newark  , NEW ,"7,326","7,998",787,"25,550",33, D , -   ,100,"7,359","7,999",787,"25,650"
,,,,,,,,,,,,,,
 New Mexico ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Albuquerque  , ABQ ,445,562,49,"1,255", D , D , -   ,11,448,569,49,"1,266"
,,,,,,,,,,,,,,
 New York ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Albany  , ALB ,565,587,79,"1,370", D , D , -   ,20,567,591,79,"1,390"
,,,,,,,,,,,,,,
, Brooklyn , BNY ,"5,460",826,253,"22,509",19, D , -   ,61,"5,479",827,253,"22,570"
,,,,,,,,,,,,,,
, Buffalo  , BUF ,"1,208","1,102",176,"2,827", D , D , -   ,75,"1,213","1,108",176,"2,902"
,,,,,,,,,,,,,,
, Long Island , LNY ,"3,639","4,513",499,"12,306", D , D , D ,38,"3,645","4,515",502,"12,344"
,,,,,,,,,,,,,,
, New York  , NYC ,"6,593","6,244","1,599","29,542",31, D , D ,103,"6,624","6,252","1,603","29,645"
,,,,,,,,,,,,,,
, Queens , QNS ,"4,276","3,957",438,"25,555",26,30, D ,85,"4,302","3,987",442,"25,640"
,,,,,,,,,,,,,,
 North Carolina ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Charlotte  , CLT ,"1,626","1,824",123,"4,896",10, D , -   ,27,"1,636","1,828",123,"4,923"
,,,,,,,,,,,,,,
, Raleigh , RAL ,"1,409","1,501",44,"3,789",16,20, D ,113,"1,425","1,521",45,"3,902"
,,,,,,,,,,,,,,
 Ohio ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Cincinnati  , CIN ,652,662,56,"1,613", D , D , -   ,31,659,664,56,"1,644"
,,,,,,,,,,,,,,
, Cleveland  , CLE ,963,"1,152",95,"1,805", D , D , D ,27,966,"1,159",96,"1,832"
,,,,,,,,,,,,,,
, Columbus , CLM ,"1,248","1,274",67,"3,113", D , D , D ,35,"1,256","1,276",69,"3,148"
,,,,,,,,,,,,,,
 Oklahoma ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Oklahoma City  , OKC ,816,863,144,"2,510",10,24, D ,88,826,887,145,"2,598"
,,,,,,,,,,,,,,
 Oregon ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Portland  , POO ,"1,788","2,199",126,"5,132", D , D , -   ,19,"1,796","2,206",126,"5,151"
,,,,,,,,,,,,,,
 Pennsylvania ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Philadelphia , PHI ,"4,039","4,747",774,"16,353",25,20, D ,106,"4,064","4,767",783,"16,459"
,,,,,,,,,,,,,,
, Pittsburgh  , PIT ,587,600,68,"1,468", D , D , -   ,26,588,601,68,"1,494"
,,,,,,,,,,,,,,
 Rhode Island ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Providence  , PRO ,661,394,134,"1,591", D , D , -   ,13,666,396,134,"1,604"
,,,,,,,,,,,,,,
 South Carolina ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Charleston  , CHL ,498,681,99,"1,117",15,35, D ,285,513,716,101,"1,402"
,,,,,,,,,,,,,,
, Greer , GRR ,336,362,39,820, D ,70,25,194,338,432,64,"1,014"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 USCIS Field Office or Service Center Location ,,, Applications by Category and Case Status ,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,Naturalization1,,,,Naturalization (Military)1,,,,Total,,,
,,,,,,,,,,,,,,
,,,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5,Applications Received2,Approved3,Denied4,Pending5
,,,,,,,,,,,,,,
 Tennessee ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Memphis  , MEM ,"1,570","1,161",118,"7,948",12, D , -   ,69,"1,582","1,162",118,"8,017"
,,,,,,,,,,,,,,
 Texas ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Dallas  , DAL ,"5,317","2,073",231,"36,122",35, D , -   ,213,"5,352","2,082",231,"36,335"
,,,,,,,,,,,,,,
, El Paso  , ELP ,"1,319",786,158,"6,649", D , D , -   ,92,"1,324",787,158,"6,741"
,,,,,,,,,,,,,,
, Harlingen  , HLG ,861,678,122,"5,444", D , D , D ,22,868,679,123,"5,466"
,,,,,,,,,,,,,,
, Houston  , HOU ,"5,937","2,747",468,"37,706",35,11, D ,140,"5,972","2,758",469,"37,846"
,,,,,,,,,,,,,,
, San Antonio  , SNA ,"2,955","2,589",253,"10,917",40,51,32,483,"2,995","2,640",285,"11,400"
,,,,,,,,,,,,,,
 Utah ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Salt Lake City  , SLC ,955,"1,000",72,"5,018", D , D , -   ,30,958,"1,002",72,"5,048"
,,,,,,,,,,,,,,
 Vermont ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, St. Albans  , STA ,153,187, D ,358, -   , -   , -   , D ,153,187, D ,363
,,,,,,,,,,,,,,
 Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Norfolk  , NOR ,"1,082","1,033",98,"3,886",28,85,16,394,"1,110","1,118",114,"4,280"
,,,,,,,,,,,,,,
 Washington ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Seattle  , SEA ,"3,813","2,829",191,"16,053",15, D , D ,200,"3,828","2,836",192,"16,253"
,,,,,,,,,,,,,,
, Spokane  , SPO ,215,228,22,521, D , -   , D , D ,216,228,24,524
,,,,,,,,,,,,,,
, Yakima , YAK ,437,466,36,891, D , -   , -   , D ,439,466,36,893
,,,,,,,,,,,,,,
 West Virginia ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Charleston  , CHS ,35, -   , -   ,35, -   , -   , -   , -   ,35, -   , -   ,35
,,,,,,,,,,,,,,
 Wisconsin ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Milwaukee  , MIL ,869,785,73,"4,028", D , -   , -   ,29,874,785,73,"4,057"
,,,,,,,,,,,,,,
 Field Office by Territory6 ,,, - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,
,,, - , - , - , - , - , - , - , - , - , - , - , - 
,,,,,,,,,,,,,,
 Guam ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Agana , AGA ,210,278,11,470, D , D , -   ,10,212,280,11,480
,,,,,,,,,,,,,,
 U.S. Virgin Islands ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, Charlotte Amalie , CHA ,38, -   , -   ,303, -   , -   , -   , D ,38, -   , -   ,308
,,,,,,,,,,,,,,
, Christiansted  , CHR ,18, -   , -   ,183, D , -   , -   , -   ,19, -   , -   ,183
,,,,,,,,,,,,,,
 Puerto Rico ,,,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
,,,,,,,,,,,,,,
, San Juan  , SAJ ,207,311,58,"1,604", -   , D , -   , D ,207,313,58,"1,605"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 D  Data withheld to protect applicants' privacy. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 - Represents zero. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" 1  ""Military Naturalization"" refer to applicants whose eligibility relies on service in the U.S. armed forces. All other Form N-400 naturalizations, are included in ""Naturalization."" ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
  Total includes both general and military naturalization.  ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 2  The number of new applications received and entered into a case-tracking system during the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 3  The number of applications approved during the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" 4  The number of applications that were denied, terminated, or withdrawn during the reporting period. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 5  The number of applications awaiting a decision as of the end of the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 6  Represents the office location. The office location does not reflect the complete area covered by the office’s jurisdiction. Please refer to USCIS.gov for office jurisdictions. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" NOTE: 1) Some applications approved, denied, or pending a decision may have been received in previous reporting periods.  ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
             2) The report reflects the most up-to-date estimate available at the time the report is generated. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" Source:  Department of Homeland Security, U.S. Citizenship and Immigration Services, Performance Reporting Tool,  December 2017. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 USCIS Field Office or Service Center Location ,,, Applications by Category and Case Status ,,,,,,,,,,,
,,,,,,,,,,,,,,
,,, Naturalization1 ,,,, Naturalization (Military)1 ,,,, Total ,,,
,,,,,,,,,,,,,,
,,, Applications Received2 , Approved3 , Denied4 , Pending5 , Applications Received2 , Approved3 , Denied4 , Pending5 , Applications Received2 , Approved3 , Denied4 , Pending5 
,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 Total ,,, N/A , N/A , N/A , N/A ,53,37, -   ,58,53,37, -   ,58
,,,,,,,,,,,,,,
 International Field Office by Country ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 China ,,,   ,   ,   ,   ,,,,,,,,
,,,,,,,,,,,,,,
, Beijing ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
, Guangzhou ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Cuba ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Havana ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Dominican Republic ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Santo Domingo ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 El Salvador ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, San Salvador ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Germany ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Frankfurt ,, N/A , N/A , N/A , N/A ,15,11, -   ,17,15,11, -   ,17
,,,,,,,,,,,,,,
 Ghana ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Accra ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Greece ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Athens ,, N/A , N/A , N/A , N/A , D , -   , -   , D , D , -   , -   , D 
,,,,,,,,,,,,,,
 Guatemala ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Guatemala City ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Haiti ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Port-au-Prince ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 India ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, New Delhi ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Italy ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Rome ,, N/A , N/A , N/A , N/A , D ,13, -   , D , D ,13, -   , D 
,,,,,,,,,,,,,,
 Jordan ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Amman ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Kenya ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Nairobi ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Mexico ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Ciudad Juarez ,, N/A , N/A , N/A , N/A , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,
, Mexico City ,, N/A , N/A , N/A , N/A , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,
, Monterrey ,, N/A , N/A , N/A , N/A , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Peru ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Lima ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 Philippines ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Manila ,, N/A , N/A , N/A , N/A , - , - , - , D , -   , -   , -   , D 
,,,,,,,,,,,,,,
 Russia ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Moscow ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 South Africa ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Johannesburg ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 South Korea ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Seoul ,, N/A , N/A , N/A , N/A ,31, D , -   ,35,31, D , -   ,35
,,,,,,,,,,,,,,
 Thailand ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, Bangkok ,, N/A , N/A , N/A , N/A , - , - , - , - , -   , -   , -   , -   
,,,,,,,,,,,,,,
 United Kingdom ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, London ,, N/A , N/A , N/A , N/A , D , D , -   , -   , D , D , -   , -   
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 D  Data withheld to protect applicants' privacy. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 - Represents zero. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" 1  ""Naturalization (Military)"" refers to applicants whose eligibility relies on service in the U.S. armed forces. All other N-400 naturalizations are included in ""Naturalization."" International USCIS field offices  ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
  only accept N-400s from applicants whose eligibility relies on service in the U.S. armed forces. Total includes both general and military naturalization.  ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 2  The number of new applications received and entered into a case-tracking system during the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 3  The number of applications approved during the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" 4  The number of applications that were denied, terminated, or withdrawn during the reporting period. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 5  The number of applications awaiting a decision as of the end of the reporting period. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 6  Represents the office location. The office location does not reflect the complete area covered by the office’s jurisdiction. Please refer to USCIS.gov for office jurisdictions. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" NOTE: 1) Some applications approved, denied, or pending a decision may have been received in previous reporting periods.  ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
             2) The report reflects the most up-to-date estimate available at the time the report is generated. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
" Sources:  Department of Homeland Security, U.S. Citizenship and Immigration Services, Performance Reporting Tool (PRT),  December 2017; Department of Homeland Security, U.S. Citizenship and Immigration Services,  ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
